,Time[s],x1,x2,x3,y
153604,80.84,-5.335,-0.158,34,-7.672
186576,29.66,-1.083,0.159,45,8.767
69302,23.66,4.56,0.159,38,8.416
150258,76.82,0.011,-0.158,45,-7.704
92498,22.86,5.369,0.158,45,8.017
112315,20.37,9.359,0.157,35,8.062
172148,18.39,11.286,0.157,35,6.999
2852,140.27,-4.469,-1.421,45,-9.935
133247,4.78,11.32,0.157,37,5.87
69019,20.51,7.9,0.156,45,6.847
97486,81.78,-5.78,-0.158,43,-6.637
14424,59.03,-11.423,-0.157,44,-6.417
87537,1.49,6.817,0.157,35,6.297
113795,36.96,0.969,0.159,44,7.196
120445,26.35,0.456,0.157,43,7.828
158387,38.02,3.386,0.158,32,8.211
47456,82.15,-6.635,-0.158,37,-6.902
127601,41.11,5.483,0.141,45,5.723
45044,74.76,1.904,-0.156,45,-7.518
50213,146.58,-9.052,-0.247,45,-7.684
162750,116.45,-8.527,-1.098,44,-8.935
17213,25.84,1.129,0.157,43,7.915
103773,286.66,-11.594,-0.031,32,-6.844
153615,111.52,4.549,1.102,45,9.925
65809,18.19,10.762,0.156,42,6.185
156243,154.24,3.226,0.154,45,5.001
181071,140.15,-4.902,-1.741,46,-11.755
69798,19.53,8.846,0.157,37,6.262
195580,71.09,2.93,-0.158,43,-7.028
190559,143.72,11.4,2.514,45,13.327
45698,26.25,2.189,0.159,34,9.428
56618,95.22,-10.944,-0.629,36,-8.741
66845,1.88,7.558,0.158,44,6.434
75552,27.95,-0.49,0.156,38,8.394
184774,82.19,-7.877,-0.158,37,-8.074
167522,17.42,12.141,0.158,44,6.494
21437,44.99,-11.913,-0.158,35,-7.778
18486,126.4,-9.941,-0.292,35,-8.389
9269,103.46,-1.049,-0.628,44,-9.002
119351,62.05,-6.988,-0.157,44,-6.565
175393,124.08,3.42,1.572,37,13.067
25086,46.76,-12.118,-0.156,45,-5.608
198284,92.98,-7.433,-1.572,37,-13.967
75170,146.54,-10.739,-0.172,28,-9.718
172266,70.11,2.177,-0.157,45,-7.373
47834,62.98,-7.57,-0.158,28,-8.612
65091,129.19,-2.827,-1.571,43,-11.072
21443,26.83,-0.524,0.157,45,7.352
51244,135.47,6.031,1.004,45,9.733
96767,84.4,11.582,0.628,43,6.451
60089,72.99,2.2,-0.158,44,-7.888
197821,116.66,-6.692,-1.101,45,-9.38
14982,103.09,-2.348,-0.629,31,-11.515
13377,90.56,-0.958,0.629,45,8.7
191119,95.09,10.636,0.642,35,8.004
95331,128.7,-11.81,-1.571,31,-13.772
89414,134.62,5.141,2.04,44,15.223
13355,59.26,-10.921,-0.157,38,-6.227
168881,28.56,-1.642,0.157,45,7.664
98070,172.81,11.514,0.017,32,7.133
139156,92.25,0.319,0.628,44,7.754
153597,60.86,-9.473,-0.157,35,-7.155
177194,21.59,5.586,0.156,44,6.253
84514,99.69,-8.208,-0.628,46,-6.924
56177,39.06,3.5,0.158,44,6.802
86138,154.01,4.902,0.763,45,7.78
132521,39.29,3.751,0.157,38,6.726
99564,80.75,-3.842,-0.156,44,-6.334
49314,99.89,-7.672,-0.628,43,-7.635
61662,140.2,-9.154,-1.559,29,-15.295
924,95.04,10.625,0.512,35,8.369
90375,25.44,2.018,0.157,38,8.32
57951,91.53,-11.252,-1.571,36,-12.68
115239,285.98,-0.661,0.016,32,9.207
178904,42.58,-6.886,-0.158,44,-6.413
15569,3.06,9.895,0.158,35,6.916
59219,111.83,6.065,1.047,44,8.763
39089,63.57,-5.586,-0.156,34,-7.561
45948,117.95,-0.057,-1.099,35,-10.143
80790,117.69,-1.915,-1.101,45,-11.894
150759,30.96,-1.813,0.158,36,8.318
4322,20.35,9.017,0.157,35,7.705
158538,70.6,2.588,-0.158,44,-7.186
120151,92.67,3.089,0.629,45,8.459
18275,149.83,-6.487,-0.285,36,-8.439
105209,106.18,7.592,0.158,44,6.648
110485,73.36,1.915,-0.156,35,-8.115
155606,24.55,3.158,0.157,45,8.287
129667,18.78,11.206,0.158,35,7.459
191120,31.54,-2.759,0.155,37,7.392
87116,25.12,2.28,0.156,32,8.185
89397,67.18,-2.052,-0.158,29,-9.067
30630,91.99,-4.594,-1.571,37,-12.39
22006,104.55,-8.117,-0.628,31,-10.25
155420,88.08,10.739,0.629,45,7.765
42078,92.03,-5.552,-1.572,36,-13.72
133050,78.59,-3.648,-0.159,29,-9.232
176937,28.02,-0.513,0.158,38,8.406
155065,28.42,-0.775,0.158,44,8.427
92263,123.99,2.394,1.569,46,12.417
60193,125.09,6.794,0.244,29,8.7
4743,30.8,-2.28,0.156,44,7.862
86555,31.54,-2.348,0.155,36,7.805
184708,21.8,5.711,0.157,44,6.71
89058,102.69,0.992,-0.63,43,-8.976
80977,29.26,-0.832,0.158,36,8.857
70780,17.88,11.913,0.157,37,6.89
113652,91.42,-1.322,0.627,45,8.582
67073,114.97,3.135,0.031,32,7.406
155244,27.88,-0.456,0.157,44,8.368
117146,44.33,-8.607,-0.157,43,-5.447
135927,39.23,2.975,0.158,44,6.025
150624,16.74,12.506,0.156,44,6.001
118355,61.19,-8.641,-0.158,38,-6.833
173504,2.23,7.547,0.157,44,5.868
69792,77.56,-0.023,-0.156,44,-6.941
94441,74.2,2.075,-0.158,45,-7.629
34261,35.64,0.866,0.159,35,8.603
16870,118.17,-1.79,-1.102,45,-11.273
113238,84.18,10.91,0.629,45,7.037
67372,36.15,0.353,0.157,44,7.564
164677,77.13,-0.217,-0.159,45,-7.598
37193,72.22,1.243,-0.158,34,-8.905
149194,73.91,2.417,-0.157,45,-7.427
27709,79.29,-2.508,-0.158,45,-7.155
126357,23.64,3.83,0.157,35,7.656
134344,116.52,-7.957,-1.101,45,-9.106
170278,81.39,-6.589,-0.158,35,-8.063
65244,139.52,-4.902,-2.041,45,-14.724
104579,143.68,10.397,2.512,45,11.495
149527,78.02,-1.835,-0.158,34,-8.179
91605,20.5,8.561,0.156,37,7.501
48018,73.69,0.718,-0.158,30,-9.192
80354,123.09,7.969,1.572,45,11.133
79107,145.08,6.156,0.762,36,9.037
80418,24.69,3.078,0.158,34,8.396
128262,101.81,-5.928,-1.674,34,-12.84
27292,95.7,-12.198,-0.628,45,-7.305
59166,19.06,11.081,0.158,35,7.758
1934,20.09,8.014,0.156,45,6.301
80703,104.19,-3.876,-0.63,45,-8.201
94820,30.53,-2.417,0.155,37,7.7
171431,77.34,-0.057,-0.156,38,-7.223
18262,97.32,5.917,1.989,36,14.546
106708,100.22,-5.78,-0.628,44,-7.856
86206,134.75,2.907,2.044,45,12.952
154443,37.14,1.22,0.155,31,7.249
16260,42.65,-7.889,-0.157,35,-7.353
165752,101.31,-6.407,-2.893,39,-17.118
88329,61.59,-8.995,-0.158,30,-7.819
172682,4.35,11.126,0.156,44,6.271
108376,66.36,-1.436,-0.156,37,-7.464
45881,785.83,-4.936,-0.015,32,-7.514
11755,77.55,0.376,-0.156,44,-6.549
83127,1.32,5.552,0.155,44,5.059
78392,129.35,-0.73,-1.571,45,-10.188
142570,65.53,-1.539,-0.157,38,-6.447
128481,73.98,1.459,-0.157,36,-8.344
53862,45.57,-12.551,-0.158,34,-7.58
4948,118.02,0.809,-1.098,45,-9.184
191593,18.65,10.83,0.158,45,6.899
83533,45.1,-9.77,-0.157,44,-5.477
29788,36.9,1.528,0.156,36,7.862
73943,43.03,-8.504,-0.158,44,-7.369
73060,17.99,11.56,0.158,34,6.677
159381,78.8,-2.246,-0.158,38,-7.564
8559,3.14,8.368,0.156,45,5.293
91133,75.24,1.345,-0.157,38,-7.76
139575,89.2,4.241,0.628,44,8.243
118714,61.03,-8.96,-0.157,38,-6.922
160832,139.67,-5.666,-2.043,36,-15.783
193363,36.25,0.251,0.158,45,7.331
120338,71.9,3.101,-0.156,44,-7.042
147267,35.23,-0.433,0.158,45,7.712
93027,3.44,10.693,0.157,36,7.151
2706,18.11,12.54,0.156,35,7.845
127225,139.82,-5.107,-2.04,38,-14.626
32378,143.95,5.518,2.514,45,12.689
96575,135.42,5.848,1.15,44,10.116
150968,65.97,-2.36,-0.156,36,-7.866
170414,66.18,-1.471,-0.158,46,-7.24
98077,59.7,-10.192,-0.158,43,-6.115
191577,30.75,-1.493,0.155,34,8.651
95556,20.11,8.539,0.157,36,6.858
23160,31.31,-1.06,0.157,30,9.092
19285,139.1,-7.991,-2.043,38,-12.491
79995,17.56,12.278,0.157,45,6.812
127498,42.45,-6.943,-0.155,45,-6.389
103211,754.4,-0.935,-0.016,32,-7.854
174011,1.43,7.068,0.156,35,6.607
84763,29.9,-0.536,0.157,30,9.42
90908,60.58,-10.317,-0.157,34,-7.562
132132,20.64,10.123,0.157,28,9.273
73865,37.06,1.778,0.158,35,7.897
183515,43.8,-9.223,-0.158,38,-6.869
150743,28.04,-0.308,0.158,38,8.633
33929,36.64,1.22,0.158,44,7.841
127350,81.5,-6.954,-0.157,30,-8.265
152341,25.16,1.471,0.157,44,7.417
49012,74.82,1.87,-0.158,45,-7.5
21872,59.14,-10.442,-0.156,45,-5.593
159478,45.86,-11.582,-0.157,45,-6.224
178488,149.45,-8.698,-1.245,28,-13.376
45803,154.18,4.731,0.306,45,6.712
95424,94.95,-9.542,-0.439,44,-7.526
180675,38.49,2.006,0.156,45,6.179
9166,67.18,0.125,-0.158,44,-6.874
22563,83.66,11.297,0.533,30,9.135
161864,117.41,-5.176,-1.096,31,-14.27
105661,328.34,-0.091,-0.031,32,-7.526
24966,44.8,-10.648,-0.158,37,-6.784
41676,91.34,-1.049,0.629,45,8.933
6314,21.58,5.951,0.157,44,6.603
84739,64.56,-2.474,-0.155,44,-5.981
53990,31.76,-2.508,0.158,45,7.596
171827,47.55,-12.403,-0.156,45,-4.973
58323,75.57,0.627,-0.158,38,-8.208
159562,28.6,-2.052,0.156,45,7.293
93187,157.98,-3.602,-1.732,45,-10.816
52140,36.1,1.961,0.157,28,9.238
192626,33.5,-1.984,0.156,45,7.515
35875,151.49,12.187,1.146,44,7.715
131234,22.74,3.899,0.156,45,6.375
14808,72.24,1.516,-0.158,36,-8.624
193292,27.45,-0.57,0.158,43,7.886
12595,89.75,1.231,0.628,44,8.18
160418,753.04,-1.642,-0.016,32,-8.72
894,66.78,-0.581,-0.158,46,-7.118
28573,356.85,0.775,-0.033,32,-9.258
140756,28.34,-0.718,0.155,30,8.461
80952,90.12,0.285,0.628,45,8.727
52837,103.4,-0.923,-0.629,44,-9.12
131148,65.57,-2.668,-0.156,35,-7.62
157167,39.08,3.317,0.158,45,6.603
8852,45.31,-12.141,-0.157,30,-7.555
99575,58.15,-11.788,-0.157,45,-5.604
21496,129.59,-1.186,-1.571,44,-11.339
72418,57.45,-12.175,-0.157,45,-5.139
197704,98.89,-12.643,-0.628,45,-6.665
169977,24.2,3.409,0.157,35,8.05
146381,80.71,-3.887,-0.156,45,-6.439
6012,79.31,-2.36,-0.157,44,-6.983
161034,81.92,-6.065,-0.157,44,-6.703
77337,153.91,9.006,1,28,12.685
16894,74.83,-0.388,-0.158,28,-9.752
88562,34.02,-1.414,0.158,45,7.729
69337,60.96,-9.724,-0.156,31,-7.583
168956,76.93,0.524,-0.157,44,-7.08
130416,66.99,-0.627,-0.158,46,-7.409
26478,74.94,1.14,-0.156,35,-8.17
45851,76.02,0.661,-0.159,44,-7.811
169616,118.74,-4.959,-1.1,44,-10.563
16917,62.28,-7.136,-0.157,45,-7.069
98251,71.38,1.003,-0.158,31,-9.023
145615,20.64,9.451,0.157,30,8.6
115620,68.16,0.912,-0.156,44,-7.163
102834,57.53,-12.164,-0.158,45,-5.22
50086,36.79,0.057,0.156,44,6.521
140822,40.18,5.381,0.158,36,6.953
72309,120.91,10.648,0.837,45,7.39
151563,39.64,5.255,0.159,35,7.66
87301,37.74,1.596,0.156,45,6.813
173841,79.34,-1.87,-0.156,45,-6.465
134609,103.76,-2.109,-0.628,45,-8.741
27563,282.52,-1.619,0.015,32,8.104
30052,34.66,-0.171,0.159,44,8.485
59837,68.4,0.559,-0.157,36,-7.72
55317,104.52,-7.125,-0.629,36,-9.478
9882,109.73,5.164,1.098,45,10.904
187053,144.23,2.633,2.512,44,12.766
159213,57.91,-12.198,-0.156,45,-5.726
179887,5.67,12.335,0.158,45,5.74
6681,72.4,2.018,-0.158,37,-8.126
131377,135.61,5.312,0.643,45,7.875
190728,71.04,2.918,-0.157,45,-7.037
76443,37.17,1.528,0.158,36,7.481
22854,117.53,0.205,-1.095,44,-9.403
96041,71.63,1.699,-0.157,36,-8.398
40007,123.73,1.493,1.571,45,11.335
69116,79.26,-2.827,-0.158,37,-7.519
11517,3.05,8.755,0.157,44,5.805
127019,137.07,-11.742,-0.34,29,-10.012
53362,92.17,2.816,0.629,35,10.545
55872,100.22,-5.677,-0.627,45,-7.725
51432,45.24,-10.91,-0.157,37,-6.414
47510,116.85,-5.734,-1.097,45,-10.453
106602,104.72,-7.809,-0.62,36,-8.982
1619,39.6,3.876,0.157,38,6.367
31659,73.07,1.015,-0.157,37,-9.067
171191,23.65,4.549,0.158,36,8.395
77382,23.35,4.343,0.156,45,7.744
30878,120.9,10.773,0.794,45,7.667
9067,101.46,-6.772,-2.566,31,-17.972
73792,73.95,2.554,-0.156,38,-7.275
33042,36.09,-0.057,0.157,44,7.223
26779,75.6,1.516,-0.158,44,-7.308
26716,31.65,-1.653,0.159,43,8.457
119683,99.27,-11.662,-0.628,44,-7.76
9410,35.83,1.402,0.157,30,8.953
195436,87.67,6.772,0.991,34,10.317
94482,85.87,11.286,1.569,35,13.525
54943,69.27,1.824,-0.157,44,-7.189
170144,41.08,6.532,0.153,35,6.734
186776,31.96,-2.189,0.157,45,7.88
11363,77.75,-0.148,-0.157,44,-6.825
46557,43.72,-8.824,-0.157,43,-6.613
107536,128.75,-9.359,-1.571,38,-12.038
45757,23.96,3.089,0.158,44,7.375
154288,62.11,-6.509,-0.158,45,-6.162
33418,111.7,6.965,1.1,45,10.687
39099,63.14,-5.278,-0.156,36,-6.596
196961,285.27,-11.902,-0.031,32,-6.752
83692,57.65,-12.529,-0.157,46,-5.738
144712,120.81,9.85,0.565,43,7.433
56945,59.77,-10.203,-0.156,45,-6.244
62360,32.06,-1.436,0.159,45,8.605
25984,60.04,-10.556,-0.156,34,-6.994
183495,117.07,-0.798,-1.1,44,-7.474
124156,36.86,1.003,0.158,44,7.361
142176,4.49,11.115,0.157,37,6.078
197598,148.93,-3.032,-2.496,45,-12.979
121073,70.73,2.303,-0.158,45,-7.521
185578,76.65,-0.08,-0.157,35,-7.982
15906,69.08,0.274,-0.156,36,-8.596
49315,402.65,-7.934,-0.016,32,-7.866
23822,57.96,-12.198,-0.156,36,-5.779
139933,142.03,7.729,0.307,44,6.125
190479,83.56,9.2,0.317,35,7.563
42430,86,12.152,1.568,31,16.299
153321,116.45,-7.239,-1.098,45,-7.577
69816,2.39,7.228,0.157,44,5.302
54305,79.99,-3.466,-0.158,45,-7.084
91065,30.7,-2.303,0.156,45,7.83
38598,66.06,-2.554,-0.157,36,-8.174
62783,92.47,-1.79,-1.572,38,-11.906
97805,78.88,-3.021,-0.157,36,-8.246
185999,31.22,-2.098,0.157,45,8.048
63546,106.4,10.853,0.747,45,7.892
54684,59.88,-11.138,-0.157,35,-7.344
127634,104.05,-3.135,-0.629,44,-8.256
47500,110.93,1.049,1.102,45,10.54
185856,39.62,4.765,0.159,36,7.197
6826,78.6,-1.368,-0.158,45,-6.956
27318,44.03,-9.85,-0.158,38,-7.144
193421,57.78,-12.323,-0.157,46,-5.676
25441,152.93,6.247,2.983,45,13.584
126010,104.3,-4.275,-0.629,44,-7.96
173785,111.94,4.685,0.838,45,7.264
182308,125.02,3.511,0.456,44,5.696
125737,40.93,5.404,0.156,45,5.811
87806,135.13,2.337,1.879,45,9.566
118371,145.32,3.865,0.158,44,5.645
138479,117.39,0.718,-1.099,45,-8.178
166088,144.66,1.528,1.891,45,9.521
25755,73.84,2.2,-0.158,43,-7.657
8374,31.23,-2.804,0.157,44,7.343
141590,61.99,-6.931,-0.157,45,-6.406
130528,64.4,-3.728,-0.157,36,-6.979
80325,27.78,-0.901,0.158,46,7.835
130849,137.43,-12.734,-1.241,45,-7.836
134245,27.84,1.14,0.159,30,9.916
173826,25.25,2.816,0.158,35,8.864
19936,19.64,10.294,0.158,35,7.859
130513,139.83,-3.614,-2.041,45,-13.039
145067,128.47,-11.617,-1.571,45,-9.842
62820,144.17,3.739,2.515,45,13.614
169271,158.54,-6.863,-0.29,30,-8.82
54165,67.29,-0.217,-0.158,45,-7.346
71946,20.89,7.923,0.155,35,7.496
127856,59.62,-10.385,-0.158,37,-6.207
154606,43.24,-8.026,-0.158,44,-6.561
148959,74.39,1.3,-0.158,36,-8.309
53807,46.84,-12.608,-0.157,45,-5.998
75409,63.06,-4.913,-0.156,45,-6.103
158645,68.75,0.638,-0.155,33,-7.968
45935,65.97,-1.733,-0.158,46,-7.228
36249,43.53,-8.026,-0.157,37,-6.097
38950,1.72,6.373,0.156,43,5.509
41820,102.31,-5.768,-0.35,35,-7.822
13632,42.79,-7.513,-0.158,44,-6.753
196084,83.56,9.109,0.327,37,7.439
90273,37.5,1.493,0.156,45,7.037
175891,129.46,-1.972,-1.572,44,-11.916
59528,111.92,6.338,0.871,45,8.947
85918,58.32,-12.551,-0.156,35,-6.583
149378,157.38,-4.856,-2.981,45,-14.033
100135,764.51,-1.881,-0.016,32,-7.539
113672,64.64,-3.26,-0.158,45,-6.865
172950,100.42,-4.526,-0.628,46,-7.837
84949,102.25,1.391,-0.629,45,-8.717
178060,44.96,-9.473,-0.157,45,-5.393
93482,70.21,0.98,-0.157,36,-8.625
54058,76.2,0.502,-0.157,38,-7.823
108368,108.88,11.879,1.1,45,8.53
109237,86.85,3.58,1.571,38,13.561
54006,22,5.233,0.157,45,6.547
78221,39.81,4.013,0.157,45,6.176
35537,17.54,12.05,0.156,36,6.577
103479,25.46,1.892,0.158,43,8.215
145239,39.55,3.648,0.156,44,6.214
45375,117.63,-1.151,-1.103,44,-10.984
67255,65.48,-2.474,-0.158,44,-7.303
70803,153.63,2.839,1.728,45,10.02
77487,41.01,5.848,0.157,46,6.113
66788,31.65,0.046,0.158,28,10.163
61452,83.84,9.234,0.63,45,7.184
185851,32.98,-2.69,0.158,43,7.046
78003,129.42,-3.169,-1.57,44,-12.98
60763,35.37,-0.296,0.157,35,7.735
93395,123.61,5.552,1.571,29,14.857
110045,158.07,-6.977,-1.494,35,-12.891
169342,85.84,11.582,1.57,38,13.399
132404,130.11,-4.469,-1.571,44,-11.315
11085,66.24,-0.638,-0.158,44,-6.495
126479,89.56,5.985,0.628,29,12.047
161453,78.06,-1.425,-0.157,44,-7.73
16861,88.26,10.021,0.628,44,8.134
112082,3.41,9.587,0.157,38,6.088
80089,64.38,-4.207,-0.158,37,-7.427
59585,79.82,-4.15,-0.158,35,-8.039
7192,81.1,-6.019,-0.157,31,-7.944
121692,29.57,-1.037,0.158,36,8.787
4135,44.03,-10.021,-0.158,35,-7.33
26184,64.78,-3.671,-0.159,36,-7.472
91783,37.83,1.87,0.158,45,6.957
120344,32.43,-2.645,0.157,45,7.306
160332,653.52,-0.547,-0.016,32,-7.88
9083,23.5,3.203,0.156,46,6.837
130261,29.63,-1.06,0.157,35,8.792
118926,116.69,-5.882,-1.101,45,-8.905
26567,151.41,11.286,0.935,44,7.681
162374,72.54,2.85,-0.156,46,-7.308
189246,116.71,-11.856,-1.1,28,-15.102
22411,58.46,-11.354,-0.157,43,-5.574
184870,138.9,-10.659,-2.04,45,-11.183
30362,129.28,-2.029,-1.571,45,-11.011
49089,62.02,-7.25,-0.157,38,-6.78
26032,18.8,10.853,0.156,37,7.165
49111,69.3,1.436,-0.158,46,-7.586
101997,92.46,3.534,0.628,35,9.962
45581,110.43,-0.239,1.098,44,9.734
115477,144.91,4.606,1.222,45,9.212
109260,149.68,-5.381,-0.688,45,-8.08
195265,87.91,5.814,0.367,34,7.874
138219,74.99,0.365,-0.158,36,-8.898
199118,112.09,4.081,0.448,44,6.217
99605,78.73,-1.117,-0.157,45,-6.543
116002,81.06,-4.948,-0.158,45,-6.94
134632,32.98,-2.645,0.157,45,7.1
43074,74.3,1.778,-0.156,38,-7.892
154392,118.38,-2.77,-1.098,36,-11.217
171752,80.53,-5.221,-0.156,28,-8.038
143865,25.94,0.388,0.155,44,7.312
104967,733.99,0.764,-0.015,32,-8.148
123819,60.68,-9.017,-0.157,44,-6.425
31919,32.11,-1.63,0.156,36,8.424
150275,101.08,-4.332,-0.628,29,-11.278
169254,1.91,7.57,0.157,35,6.413
101310,34.34,-1.949,0.155,45,6.992
148852,23.22,4.264,0.158,37,7.469
159553,72.19,1.505,-0.158,35,-8.638
114135,1.22,6.737,0.115,44,6.158
194069,78.81,-1.607,-0.158,45,-6.921
100157,19.78,8.778,0.158,45,6.558
30972,23.63,4.366,0.158,37,8.186
72272,46.18,-12.426,-0.158,44,-6.63
141913,255.93,1.277,0.016,32,8.968
80776,23.91,3.352,0.157,37,7.585
104115,73.59,1.516,-0.158,35,-8.427
142090,77.63,-1.311,-0.157,38,-8.126
75585,17.71,12.209,0.157,38,6.952
197952,39.01,4.765,0.158,30,8.139
119422,2.55,8.801,0.157,45,6.629
90214,28.83,-0.958,0.158,35,8.502
118811,40.41,7.171,0.157,27,8.381
33222,106.65,11.195,1.1,45,7.143
186071,149.12,-4.435,-2.141,45,-13.676
53230,32.57,-2.189,0.158,44,7.711
100300,1.52,6.612,0.156,38,6.063
125812,64.59,-3.819,-0.158,45,-7.344
183956,77.14,0.342,-0.155,45,-7.052
49993,44.72,-10.192,-0.156,45,-6.47
24951,43.74,-8.094,-0.156,44,-5.862
55874,109.13,9.781,1.101,45,9.219
26743,29.79,-1.699,0.156,34,8.218
112131,82.07,-7,-0.157,35,-7.394
52556,60.37,-10.146,-0.157,38,-7.08
162761,67.82,0.148,-0.158,46,-7.572
134491,89.08,4.651,0.628,45,7.995
27096,27.09,-0.08,0.158,35,8.045
38252,40.13,3.933,0.156,44,5.595
159957,154.01,7.798,0.704,29,10.539
191951,60.86,-8.812,-0.157,38,-6.507
158926,110.35,1.094,1.096,44,10.873
20184,148.41,-6.509,-2.515,44,-11.654
88074,5.91,12.221,0.156,44,5.358
118594,81.38,-6.133,-0.158,35,-7.628
185706,64.67,-3.614,-0.156,43,-7.289
139512,62.47,-5.632,-0.157,45,-5.865
159541,20.63,9.188,0.157,30,8.326
66400,67.31,0.091,-0.157,45,-7.078
56667,2.05,8.299,0.158,38,6.901
174839,160.52,-6.202,-0.078,32,-7.567
127938,2.53,7.877,0.156,44,5.744
82916,28.43,-1.094,0.158,37,8.12
176094,4.35,11.537,0.157,36,6.683
53167,75.17,1.345,-0.156,45,-7.814
183653,89.73,3.283,0.628,36,10.128
145342,90.07,0.821,0.628,44,9.107
104353,40.26,5.746,0.158,37,7.195
6206,34.69,-0.638,0.157,36,8.012
97906,87.9,5.267,0.383,38,7.348
155308,88.46,8.972,0.628,45,8.352
5322,77.97,-1.015,-0.158,46,-7.406
105275,67.03,-1.243,-0.157,36,-8.093
51262,63.07,-5.939,-0.157,36,-7.125
160408,35.59,-0.855,0.157,36,6.955
50679,85.82,11.012,1.572,37,12.439
192362,25.97,1.345,0.159,37,8.271
65024,67.99,-1.322,-0.158,28,-9.213
15861,93.25,-6.247,-1.281,37,-10.656
155225,79.32,-3.192,-0.157,35,-7.797
4282,110.69,-1.311,1.1,44,8.808
94387,23.05,4.366,0.158,46,7.3
172134,75.56,0.775,-0.156,37,-8.092
173363,89.13,4.571,0.629,45,8.138
9077,158.06,-4.879,-1.536,43,-11.004
98806,91.76,-1.117,0.627,46,8.06
13176,20.06,11.411,0.158,27,9.629
150821,99.37,-10.727,-0.628,44,-7.42
102406,76.49,0.593,-0.158,44,-7.45
125301,21.36,7.376,0.157,36,7.662
65931,32.48,-1.037,0.158,35,8.9
172272,93.68,-6.202,-0.167,35,-8.004
179628,144.33,2.462,2.509,45,12.503
37665,139.54,-0.319,-2.04,45,-10.271
115749,43.2,-8.003,-0.158,45,-6.597
8710,101.41,0.228,-0.628,45,-8.03
99636,46.54,-11.719,-0.157,45,-5.477
194825,38.18,3.078,0.158,34,7.671
170729,25.88,0.832,0.158,45,7.673
69216,18.29,11.423,0.156,36,6.993
189181,91.52,-0.98,0.629,45,8.718
91999,32.04,-1.858,0.157,44,8.197
4278,32.41,-1.949,0.157,45,8.012
25522,104.82,-5.506,-0.511,44,-6.771
169417,117,-4.845,-1.1,44,-10.932
167241,123.03,9.245,1.57,44,11.6
170386,92.32,-5.438,-1.57,31,-15.43
27799,69.07,1.676,-0.156,45,-7.19
87192,57.77,-12.665,-0.156,45,-6.015
9852,35.53,1.094,0.156,28,8.979
137389,4.09,10.123,0.157,35,5.648
196552,16.88,12.745,0.158,45,6.395
139047,123.11,11.275,1.569,30,14.796
114772,130.4,-6.84,-1.276,36,-11.235
165577,58.35,-11.024,-0.156,45,-5.103
151505,62,-6.498,-0.158,44,-5.972
198502,152.77,11.081,2.987,37,14.494
3131,154.19,4.834,0.265,44,6.761
156362,84.01,9.838,0.628,44,6.957
63673,73.14,2.428,-0.155,37,-7.654
199793,145.28,4.948,0.276,43,6.879
178108,109.04,11.377,1.097,45,9.79
50922,144.66,0.308,1.88,45,8.253
176036,27.56,1.231,0.158,27,9.782
194515,92.6,3.112,0.628,38,8.821
77232,83.91,9.587,0.628,45,7.281
197637,64.23,-4.001,-0.157,46,-7
47370,139.3,-5.837,-2.039,45,-13.619
101276,4.38,10.579,0.158,44,5.673
21368,31.97,-2.28,0.157,45,7.787
29859,118.48,-4.925,-1.101,29,-12.609
88773,117.34,-2.816,-1.099,45,-11.451
170602,68.3,3.762,-0.151,44,-4.513
37076,35.55,-0.695,0.156,45,7.161
1551,80.57,-5.78,-0.158,31,-8.51
151002,77.62,-1.197,-0.158,36,-8.024
44311,99.86,-7.581,-0.628,44,-7.38
110981,18.42,10.933,0.158,42,6.663
46139,31.97,-2.269,0.159,44,7.785
152590,29.24,-1.254,0.158,45,8.421
97499,1.57,6.737,0.159,45,6.074
80841,63.56,-4.697,-0.155,38,-6.668
83664,151.43,11.537,1.009,45,7.646
164037,71.9,1.22,-0.156,30,-8.918
53458,45.89,-11.993,-0.156,35,-6.596
72940,43.89,-9.211,-0.157,36,-6.731
17914,21.67,7.775,0.158,36,8.545
57838,159.78,-0.627,0.033,32,9.143
119803,65.72,-2.018,-0.157,45,-7.183
132232,25.51,2.405,0.156,32,8.802
25917,128.71,-7.786,-1.572,45,-9.898
63129,78.1,-0.422,-0.157,45,-6.667
76972,2.37,8.128,0.158,45,6.222
82551,4.83,11.286,0.157,43,5.767
5131,81.33,-5.21,-0.157,38,-6.775
100622,103.81,-5.734,-0.628,29,-12.072
79463,27.85,0.878,0.159,34,9.654
87798,67.88,-1.265,-0.157,34,-9.044
145899,91.13,-0.445,0.629,44,9.685
114425,81.66,-7.091,-0.157,36,-8.151
117857,123.9,1.448,1.568,45,11.623
182541,92.04,-5.677,-1.571,36,-13.986
10056,31.21,-1.357,0.158,35,8.785
71433,16.54,12.677,0.156,45,5.934
621,1.92,6.817,0.156,44,5.642
48002,99.32,-10.762,-0.627,45,-7.177
65890,101.45,0.011,-0.628,45,-8.399
33638,123.17,6.737,1.571,45,11.095
125156,4.92,12.107,0.157,30,6.482
7926,64.56,-3.181,-0.156,36,-6.679
98296,42.45,-8.755,-0.155,28,-8.214
17366,33.19,-2.861,0.156,45,6.794
4759,373.94,-1.425,-0.032,32,-9.29
24936,30.73,-2.44,0.156,38,7.693
187499,20.57,9.086,0.158,34,8.104
57418,109.59,5.882,1.1,38,10.328
73710,60.12,-10.34,-0.158,38,-6.894
15139,29.04,-0.878,0.157,35,8.703
141880,28.44,-0.673,0.158,44,8.545
